0.11976,-0.81437,0.84431,1.4611,-0.47995
-1.8802,0.18563,1.8443,2.4611,-0.55141
0.11976,-1.8144,1.8443,-0.53892,-0.47995
1.1198,-1.8144,1.8443,2.4611,-0.71175
1.1198,1.1856,-1.1557,-0.53892,0.53477
-0.88024,2.1856,-0.15569,-0.53892,-0.90281
2.1198,0.18563,-0.15569,-0.53892,-1.9013
-1.8802,-0.81437,0.84431,1.4611,-0.41326
0.11976,0.18563,1.8443,2.4611,-0.55141
2.1198,2.1856,1.8443,2.4611,-1.1392
0.11976,-1.8144,-1.1557,-0.53892,1.7586
2.1198,2.1856,-1.1557,-0.53892,0.22462
-1.8802,-1.8144,0.84431,1.4611,-0.086043
-0.88024,1.1856,1.8443,2.4611,-0.55141
2.1198,0.18563,-1.1557,-1.5389,0.22462
0.11976,-0.81437,-0.15569,-0.53892,-0.55141
0.11976,2.1856,1.8443,2.4611,-0.62837
0.11976,0.18563,-0.15569,-0.53892,-0.90281
1.1198,-1.8144,-1.1557,-1.5389,1.0456
0.11976,1.1856,1.8443,2.4611,-0.62837
1.1198,0.18563,-1.1557,-1.5389,0.023954
-1.8802,1.1856,-0.15569,-1.5389,-1.2823
-0.88024,2.1856,-0.15569,-1.5389,-1.4494
-1.8802,-1.8144,-1.1557,-1.5389,1.797
-0.88024,0.18563,0.84431,1.4611,-0.62837
0.11976,-1.8144,-0.15569,-0.53892,-0.13367
0.11976,0.18563,-1.1557,-1.5389,0.77116
-1.8802,2.1856,-0.15569,0.46108,0.26362
-1.8802,2.1856,0.84431,1.4611,-0.55141
-1.8802,1.1856,-1.1557,-0.53892,1.6769
0.11976,1.1856,-0.15569,0.46108,0.084583
-0.88024,-0.81437,-0.15569,0.46108,0.12305
-0.88024,0.18563,-0.15569,0.46108,0.084583
-0.88024,2.1856,-1.1557,-0.53892,1.6769
1.1198,-0.81437,-0.15569,0.46108,-0.41326
0.11976,-0.81437,-1.1557,-0.53892,1.6334
1.1198,-0.81437,-0.15569,-0.53892,-0.90281
-1.8802,1.1856,-0.15569,0.46108,0.23029
-1.8802,-0.81437,-1.1557,-1.5389,1.6769
-1.8802,0.18563,-0.15569,-0.53892,-0.41326
1.1198,1.1856,-1.1557,-1.5389,-0.22736
-1.8802,-1.8144,-0.15569,-0.53892,0.0029048
1.1198,2.1856,-1.1557,-1.5389,-0.56383
2.1198,1.1856,-0.15569,0.46108,0.044578
2.1198,0.18563,-0.15569,-1.5389,-1.1392
2.1198,-1.8144,-0.15569,-0.53892,0.12305
-1.8802,0.18563,0.84431,1.4611,-0.55141
2.1198,-1.8144,-0.15569,0.46108,0.32713
0.11976,-1.8144,-0.15569,-1.5389,-0.18368
1.1198,-0.81437,0.84431,1.4611,-0.80272
2.1198,1.1856,0.84431,1.4611,-1.014
-0.88024,-0.81437,1.8443,2.4611,-0.47995
-0.88024,0.18563,-0.15569,-0.53892,-0.55141
-0.88024,-1.8144,1.8443,2.4611,-0.086043
0.11976,0.18563,-0.15569,-1.5389,-1.2823
-0.88024,1.1856,-0.15569,-1.5389,-1.2823
-0.88024,1.1856,-1.1557,-1.5389,1.4903
-1.8802,2.1856,-0.15569,-0.53892,-0.62837
0.11976,-1.8144,1.8443,-1.5389,-0.47995
1.1198,-1.8144,-0.15569,0.46108,-0.18368
0.11976,-0.81437,-0.15569,-1.5389,-0.71175
-1.8802,2.1856,-1.1557,-1.5389,1.4903
2.1198,-1.8144,1.8443,2.4611,-0.41326
-0.88024,-0.81437,-0.15569,-1.5389,-0.41326
2.1198,1.1856,1.8443,2.4611,-1.014
-0.88024,-1.8144,-0.15569,-1.5389,-0.086043
-0.88024,0.18563,-0.15569,-1.5389,-1.1392
0.11976,1.1856,-1.1557,-0.53892,0.77116
1.1198,1.1856,-0.15569,0.46108,-0.90281
-0.88024,-1.8144,-1.1557,-0.53892,1.8341
2.1198,-0.81437,1.8443,2.4611,-0.71175
-0.88024,-0.81437,-1.1557,-1.5389,1.6334
1.1198,0.18563,-0.15569,0.46108,-0.47995
-1.8802,0.18563,-0.15569,0.46108,0.12305
1.1198,-0.81437,-1.1557,-1.5389,0.39168
-1.8802,-1.8144,1.8443,2.4611,-0.086043
2.1198,2.1856,-1.1557,-1.5389,-0.22736
2.1198,-0.81437,0.84431,1.4611,-0.71175
0.11976,-1.8144,-0.15569,0.46108,0.16009
1.1198,-0.81437,1.8443,2.4611,-0.90281
-1.8802,1.1856,1.8443,2.4611,-0.55141
-0.88024,-1.8144,-0.15569,0.46108,0.1958
-0.88024,1.1856,-0.15569,-0.53892,-0.80272
-0.88024,-0.81437,0.84431,1.4611,-0.47995
2.1198,-0.81437,-0.15569,-0.53892,-0.41326
0.11976,2.1856,-1.1557,-0.53892,1.5403
0.11976,2.1856,-0.15569,-1.5389,-0.47995
0.11976,-1.8144,0.84431,1.4611,-0.13367
-1.8802,1.1856,0.84431,1.4611,-0.55141
-0.88024,1.1856,-1.1557,-0.53892,1.5403
1.1198,0.18563,-1.1557,-0.53892,0.39168
-1.8802,-1.8144,-0.15569,-1.5389,-0.04058
-0.88024,-1.8144,-0.15569,-0.53892,-0.04058
-0.88024,2.1856,1.8443,2.4611,-0.62837
-1.8802,1.1856,-0.15569,-0.53892,-0.62837
-1.8802,-1.8144,-0.15569,0.46108,0.23029
-0.88024,0.18563,-1.1557,-0.53892,1.6334
-1.8802,2.1856,-0.15569,-1.5389,-1.2823
-1.8802,2.1856,1.8443,2.4611,-0.55141
2.1198,0.18563,-0.15569,0.46108,-0.086043
0.11976,-1.8144,1.8443,0.46108,-0.47995
-0.88024,2.1856,-0.15569,0.46108,0.23029
0.11976,2.1856,-0.15569,-0.53892,-1.4494
-0.88024,-0.81437,-1.1557,-0.53892,1.5879
0.11976,-0.81437,-0.15569,0.46108,0.0029048
-1.8802,2.1856,-1.1557,-0.53892,1.6334
0.11976,-1.8144,0.84431,-0.53892,-0.47995
2.1198,-0.81437,-1.1557,-1.5389,0.53477
1.1198,-1.8144,-0.15569,-1.5389,0.16009
0.11976,2.1856,0.84431,1.4611,-0.62837
0.11976,-0.81437,-1.1557,-1.5389,1.4903
2.1198,0.18563,-1.1557,-0.53892,0.53477
-0.88024,1.1856,0.84431,1.4611,-0.55141
1.1198,-1.8144,-1.1557,-0.53892,1.1226
